编号,0,,,,,,,
域名称,A_QUERYUSER2_LOGINSTATUS,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
STARTDATE,TY_WAREHOUSEID,有效开始日期,no,no,,,
ENDDATE,TY_WAREHOUSEID,有效结束日期,no,no,,,
COMMODITYID,TY_COMMODITYID,,yes,yes,,,
EXCOMMODITYID,TY_TRSEQ,,no,no,,,
EXCHANGEID,TY_EXCHANGEID,,no,no,,,
NOTE,TY_TITLE,,no,no,,,
TRADINGUNIT,TY_COMMODITYID,,no,no,,,
索引名,列名,descend,uniqueness,,,,,
PK_B_COMMODITY,COMMODITYID,ASCUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,10,,,,,,,
域名称,B_COMMODITY_FOR_DSG,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
COMMODITYID,TY_COMMODITYID,,no,yes,,,
EXCOMMODITYID,TY_TRSEQ,,no,no,,,
EXCHANGEID,TY_EXCHANGEID,,no,no,,,
NOTE,TY_TITLE,,no,no,,,
TRADINGUNIT,TY_COMPID,,no,no,,,
,,,,,,,,
,,,,,,,,
编号,11,,,,,,,
域名称,B_COMPANYALL,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
COMPANYID,TY_TRADINGCOMPID,,yes,yes,,,
BUREAUID, ,,no,no,,,
COMPANYNAME,TY_PEERACCNAME,,no,no,,,
LOCATION, ,,no,no,,,
ADDRESS,TY_TITLE,,no,no,,,
POSTCODE, ,,no,no,,,
LINKMAN,TY_TRADEMODE_DESC,,no,no,,,
TELEPHONE,TY_NAME,,no,no,,,
FILENAMEABBR,TY_COMPID,,no,no,,,
NOTE,TY_TITLE,,no,no,,,
SHORTNAME,TY_TRSEQ,,no,no,,,
LINKMAN_TECH,TY_TRADEMODE_DESC,,no,no,,,
TELEPHONE_TECH,TY_NAME,,no,no,,,
EMAIL, ,,no,no,,,
EMAIL_TECH, ,,no,no,,,
MEMBERTYPE,TY_FLAG,,no,no,,,
STATUS,TY_FLAG,公司状态 a：正常的公司 d：已关停并转的公司,no,yes,,,
STARTDATE,TY_WAREHOUSEID,有效状态开始日期,no,no,,,
ENDDATE,TY_WAREHOUSEID,有效状态结束日期,no,no,,,
索引名,列名,descend,uniqueness,,,,,
PK_B_COMPANY,COMPANYID,ASCUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,12,,,,,,,
域名称,B_COMPBUSSITYPE,,,,,,,
域说明,公司参与业务类型对应表,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
COMPANYID,TY_TRADINGCOMPID,公司编码,no,no,,,
BUSSITYPECODE,TY_EXCHANGEID,业务类型编码,no,no,,,
,,,,,,,,
,,,,,,,,
编号,13,,,,,,,
域名称,B_COMPDEPACC,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
TYPE,TY_TYPE,,no,no,,,
CURRENCY,TY_NATIONALITY,,no,no,,,
BANKID,TY_TYPE,,yes,yes,,,
BANKACCOUNT,TY_PEERACCOUNT,,yes,yes,,,
COMPANYID,TY_TRADINGCOMPID,,yes,yes,,,
COMPANYNAME,TY_PEERACCNAME,,no,no,,,
OPENDATE,TY_UPLOADDATE,,no,no,,,
IDENTITY,TY_TRADEMODE_DESC,,no,no,,,
NOTE,TY_TITLE,,no,no,,,
索引名,列名,descend,uniqueness,,,,,
PK_B_COMPDEPACC,BANKID,ASCUNIQUE,,,,
PK_B_COMPDEPACC,BANKACCOUNT,ASCUNIQUE,,,,
PK_B_COMPDEPACC,COMPANYID,ASCUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,14,,,,,,,
域名称,B_COMPDEPACC_LOG,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
BANKID,TY_TYPE,,no,yes,,,
BANKACCOUNT,TY_PEERACCOUNT,,no,yes,,,
COMPANYID,TY_TRADINGCOMPID,,no,yes,,,
COMPANYNAME,TY_PEERACCNAME,,no,no,,,
OPENDATE,TY_UPLOADDATE,,no,no,,,
IDENTITY,TY_TRADEMODE_DESC,,no,no,,,
NOTE,TY_TITLE,,no,no,,,
TYPE,TY_TYPE,,no,no,,,
OPERATEDATE,TY_UPLOADDATE,,no,no,,,
OPERATETIME,TY_UPLOADTIME,,no,no,,,
OPERATETYPE,TY_WAREHOUSEID,,no,yes,,,
OPERATOR,TY_WAREHOUSEID,,no,yes,,,
IPADDR,TY_TRSEQ,,no,no,,,
CURRENCY,TY_FGNCURRENCY,,no,no,,,
,,,,,,,,
,,,,,,,,
编号,15,,,,,,,
域名称,B_COMPSELFACC,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
BANKID,TY_TYPE,,no,yes,,,
BANKACCOUNT,TY_PEERACCOUNT,,no,yes,,,
COMPANYID,TY_TRADINGCOMPID,,no,yes,,,
COMPANYNAME,TY_PEERACCNAME,,no,no,,,
OPENDATE,TY_UPLOADDATE,,no,no,,,
IDENTITY,TY_TRADEMODE_DESC,,no,no,,,
NOTE,TY_TITLE,,no,no,,,
,,,,,,,,
,,,,,,,,
编号,16,,,,,,,
域名称,B_COMPSELFDEPACCMAP,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
COMPANYID,TY_TRADINGCOMPID,,no,yes,,,
SELFBANKID,TY_TYPE,,no,yes,,,
SELFBANKACCOUNT,TY_PEERACCOUNT,,no,yes,,,
DEPBANKID,TY_TYPE,,no,yes,,,
DEPBANKACCOUNT,TY_PEERACCOUNT,,no,yes,,,
,,,,,,,,
,,,,,,,,
编号,17,,,,,,,
域名称,B_COMPUPLOADFILE,,,,,,,
域说明,公司与上报文件对应表,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
COMPANYID,TY_TRADINGCOMPID,公司代码,no,no,,,
FILEID,TY_TRSEQ,文件代码,no,no,,,
,,,,,,,,
,,,,,,,,
编号,18,,,,,,,
域名称,B_CURRENCY,,,,,,,
域说明,币种配置表,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
CURRENCYCODE,TY_TRSEQ,币种代码,no,yes,,,
CURRENCYNAME,TY_TRSEQ,币种名称,no,yes,,,
,,,,,,,,
,,,,,,,,
编号,19,,,,,,,
域名称,B_EXACC,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
BANKID,TY_TYPE,,yes,yes,,,
BANKACCOUNT,TY_PEERACCOUNT,,yes,yes,,,
EXCHANGEID,TY_EXCHANGEID,,yes,yes,,,
OPENDATE,TY_UPLOADDATE,,no,no,,,
CLIENTNAME,TY_PEERACCNAME,,no,no,,,
IDENTITY,TY_TRADEMODE_DESC,,no,no,,,
NOTE,TY_TITLE,,no,no,,,
索引名,列名,descend,uniqueness,,,,,
PK_B_EXACC,BANKID,ASCUNIQUE,,,,
PK_B_EXACC,BANKACCOUNT,ASCUNIQUE,,,,
PK_B_EXACC,EXCHANGEID,ASCUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,20,,,,,,,
域名称,B_EXCHANGE,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
EXCHANGEID,TY_EXCHANGEID,,yes,yes,,,
EXCHANGENAME,TY_PEERACCNAME,,no,no,,,
ADDRESS,TY_TITLE,,no,no,,,
POSTCODE, ,,no,no,,,
LINKMAN,TY_TRADEMODE_DESC,,no,no,,,
TELEPHONE,TY_TRADEMODE_DESC,,no,no,,,
FILENAMEABBR,TY_COMPID,,no,no,,,
NOTE,TY_TITLE,,no,no,,,
SHORTNAME,TY_OLDCLIENTID,,no,no,,,
DISPLAYORDER, ,,no,no,,,
索引名,列名,descend,uniqueness,,,,,
PK_B_EXCHANGE,EXCHANGEID,ASCUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,21,,,,,,,
域名称,B_EXCHANGECLIENTINFO,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
EXCHANGEID,TY_EXCHANGEID,,no,yes,,,
OPENDATE,TY_UPLOADDATE,,no,no,,,
NAME,TY_NAME,,no,no,,,
IDENTITY,TY_TRADEMODE_DESC,,no,no,,,
COMPANYID,TY_TRADINGCOMPID,,no,yes,,,
EXCOMPANYID,TY_TRADINGCOMPID,,no,no,,,
EXCLIENTID,TY_SEQTRADE,,no,yes,,,
LOCATE,TY_TELEPHONE,,no,no,,,
ADDRESS,TY_ADDRESS,,no,no,,,
POSTCODE,TY_TRSEQ,,no,no,,,
TELEPHONE,TY_TELEPHONE,,no,no,,,
REALOPENDATE,TY_UPLOADDATE,,no,no,,,
CLIENTTYPE,TY_VHFLAG,,no,no,,,
ORGANCODE,TY_TRADEMODE_DESC,,no,no,,,
BUSINESSCODE,TY_TELEPHONE,,no,no,,,
DEPUTYNAME,TY_PEERACCNAME,,no,no,,,
DEPUTYIDENTITY,TY_TRADEMODE_DESC,,no,no,,,
EXCLIENTIDTYPE,TY_VHFLAG,0：默认值 1：套保 2：套利 3：投机,no,yes,,,
索引名,列名,descend,uniqueness,,,,,
INDEX_B_EXCLIENT_ID_COMP_EXCH,EXCHANGEID,ASCUNIQUE,,,,
INDEX_B_EXCLIENT_ID_COMP_EXCH,COMPANYID,ASCUNIQUE,,,,
INDEX_B_EXCLIENT_ID_COMP_EXCH,EXCLIENTID,ASCUNIQUE,,,,
INDEX_B_EXCLIENT_ID_COMP_EXCH,EXCLIENTIDTYPE,ASCUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,22,,,,,,,
域名称,B_EXCHANGECLIENTMAP,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
COMPANYID,TY_TRADINGCOMPID,,yes,yes,,,
EXCHANGEID,TY_EXCHANGEID,,yes,yes,,,
EXCLIENTID,TY_SEQTRADE,,yes,yes,,,
CLIENTID,TY_INVESTACCOUNT,,yes,yes,,,
索引名,列名,descend,uniqueness,,,,,
PK_B_EXCHANGECLIENTMAP,COMPANYID,ASCUNIQUE,,,,
PK_B_EXCHANGECLIENTMAP,EXCHANGEID,ASCUNIQUE,,,,
PK_B_EXCHANGECLIENTMAP,EXCLIENTID,ASCUNIQUE,,,,
PK_B_EXCHANGECLIENTMAP,CLIENTID,ASCUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,23,,,,,,,
域名称,B_EXCHANGECOMPANYMAPALL,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
EXCHANGEID,TY_EXCHANGEID,,yes,yes,,,
COMPANYID,TY_TRADINGCOMPID,,yes,yes,,,
EXCOMPANYID,TY_TRADINGCOMPID,,yes,yes,,,
SETTLEMENTFUND, ,,no,no,,,
MEMBERTYPE,TY_VHFLAG,,no,no,,,
SETTLEREXCOMPID,TY_TRADINGCOMPID,,no,no,,,
COMPCLIENTID,TY_CLIENTID,,no,no,,,
STATUS,TY_EXCHANGEID,状态，a表示有效,d表示无效,no,no,,,
STARTDATE,TY_WAREHOUSEID,有效开始日期,no,no,,,
ENDDATE,TY_WAREHOUSEID,有效结束日期,no,no,,,
索引名,列名,descend,uniqueness,,,,,
PK_B_EXCHANGECOMPANYMAP,EXCHANGEID,ASCUNIQUE,,,,
PK_B_EXCHANGECOMPANYMAP,COMPANYID,ASCUNIQUE,,,,
PK_B_EXCHANGECOMPANYMAP,EXCOMPANYID,ASCUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,24,,,,,,,
域名称,B_EXCHANGE_FOR_DSG,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
EXCHANGEID,TY_EXCHANGEID,,no,yes,,,
EXCHANGENAME,TY_PEERACCNAME,,no,no,,,
ADDRESS,TY_TITLE,,no,no,,,
POSTCODE, ,,no,no,,,
LINKMAN,TY_TRADEMODE_DESC,,no,no,,,
TELEPHONE,TY_TRADEMODE_DESC,,no,no,,,
FILENAMEABBR,TY_COMPID,,no,no,,,
NOTE,TY_TITLE,,no,no,,,
SHORTNAME,TY_OLDCLIENTID,,no,no,,,
,,,,,,,,
,,,,,,,,
编号,25,,,,,,,
域名称,B_EXMEMBER,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
EXCHANGEID,TY_EXCHANGEID,,no,yes,,,
COMPANYID,TY_TRADINGCOMPID,,no,yes,,,
EXCOMPANYID,TY_TRADINGCOMPID,,no,yes,,,
NAME,TY_CUSTDIANNAME,,no,no,,,
SHORTNAME,TY_TRSEQ,,no,no,,,
SETTLEMENTTYPE,TY_VHFLAG,,no,no,,,
TRADETYPE,TY_VHFLAG,,no,no,,,
STATUS,TY_VHFLAG,,no,no,,,
,,,,,,,,
,,,,,,,,
编号,26,,,,,,,
域名称,B_EXMEMBERALL,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
EXCHANGEID,TY_EXCHANGEID,,yes,yes,,,
COMPANYID,TY_TRADINGCOMPID,,yes,yes,,,
EXCOMPANYID,TY_TRADINGCOMPID,,yes,yes,,,
NAME,TY_PEERACCNAME,,no,no,,,
SHORTNAME,TY_TRSEQ,,no,no,,,
SETTLEMENTTYPE,TY_VHFLAG,,no,no,,,
TRADETYPE,TY_VHFLAG,,no,no,,,
STATUS,TY_VHFLAG,,no,no,,,
STARTDATE,TY_WAREHOUSEID,有效状态开始日期,no,no,,,
ENDDATE,TY_WAREHOUSEID,有效状态结束日期,no,no,,,
索引名,列名,descend,uniqueness,,,,,
PK_B_EXMEMBER,EXCHANGEID,ASCUNIQUE,,,,
PK_B_EXMEMBER,COMPANYID,ASCUNIQUE,,,,
PK_B_EXMEMBER,EXCOMPANYID,ASCUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,27,,,,,,,
域名称,B_EXMEMBERRELATION,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
EXCHANGEID,TY_EXCHANGEID,,yes,yes,,,
NONSETTLECOMPID,TY_TRADINGCOMPID,,yes,yes,,,
NONSETTLEEXCOMPID,TY_TRADINGCOMPID,,no,no,,,
SETTLERCOMPID,TY_TRADINGCOMPID,,no,no,,,
SETTLEREXCOMPID,TY_TRADINGCOMPID,,no,no,,,
索引名,列名,descend,uniqueness,,,,,
PK_B_EXMEMBERRELATION,EXCHANGEID,ASCUNIQUE,,,,
PK_B_EXMEMBERRELATION,NONSETTLECOMPID,ASCUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,28,,,,,,,
域名称,B_OTHERFUND,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
FUNDTYPE,TY_COMPID,,yes,yes,,,
FUNDNAME,TY_TRADEMODE_DESC,,no,no,,,
索引名,列名,descend,uniqueness,,,,,
SYS_C0015784,FUNDTYPE,ASCUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,29,,,,,,,
域名称,B_REGIONBUREAU,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
BUREAUID, ,,yes,yes,,,
BUREAUNAME,TY_PEERACCNAME,,no,no,,,
LOCATE,TY_TRADEMODE_DESC,,no,no,,,
ADDRESS,TY_TITLE,,no,no,,,
POSTCODE, ,,no,no,,,
LINKMAN,TY_TRADEMODE_DESC,,no,no,,,
TELEPHONE,TY_TRADEMODE_DESC,,no,no,,,
NOTE,TY_TITLE,,no,no,,,
POSITION,TY_TRADEMODE_DESC,,no,no,,,
MOBILEPHONE,TY_TRADEMODE_DESC,,no,no,,,
FAX,TY_TRADEMODE_DESC,,no,no,,,
EMAIL,TY_TRADEMODE_DESC,,no,no,,,
DISPLAYORDER, ,,no,no,,,
索引名,列名,descend,uniqueness,,,,,
PK_B_REGIONBUREAU,BUREAUID,ASCUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,30,,,,,,,
域名称,B_REGIONBUREAU_FOR_DSG,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
BUREAUID, ,,no,yes,,,
BUREAUNAME,TY_PEERACCNAME,,no,no,,,
LOCATE,TY_TRADEMODE_DESC,,no,no,,,
ADDRESS,TY_TITLE,,no,no,,,
POSTCODE, ,,no,no,,,
LINKMAN,TY_TRADEMODE_DESC,,no,no,,,
TELEPHONE,TY_TRADEMODE_DESC,,no,no,,,
NOTE,TY_TITLE,,no,no,,,
POSITION,TY_TRADEMODE_DESC,,no,no,,,
MOBILEPHONE,TY_TRADEMODE_DESC,,no,no,,,
FAX,TY_TRADEMODE_DESC,,no,no,,,
EMAIL,TY_TRADEMODE_DESC,,no,no,,,
,,,,,,,,
,,,,,,,,
编号,31,,,,,,,
域名称,B_TERM,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
ID, ,,no,no,,,
TERM,TY_TRADEMODE_DESC,,no,no,,,
INTERPRETION, ,,no,no,,,
,,,,,,,,
,,,,,,,,
编号,32,,,,,,,
域名称,B_USERNOTICE,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
ID, ,,yes,yes,,,
TITLE, ,,no,no,,,
CONTENT,TY_DEALRESULT,,no,no,,,
USERID,TY_TRADINGCOMPID,,no,yes,,,
ISSUEDATE,TY_UPLOADDATE,,no,no,,,
ISSUETIME,TY_UPLOADTIME,,no,no,,,
CLOSEDATE,TY_UPLOADDATE,,no,no,,,
CLOSETIME,TY_UPLOADTIME,,no,no,,,
TYPE,TY_VHFLAG,,no,yes,,,
索引名,列名,descend,uniqueness,,,,,
PK_B_USERNOTICE,ID,ASCUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,33,,,,,,,
域名称,B_USERNOTICELOG,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
ID, ,,no,yes,,,
USERID,TY_TRADINGCOMPID,,no,yes,,,
OBTAINDATE,TY_UPLOADDATE,,no,yes,,,
OBTAINTIME,TY_UPLOADTIME,,no,yes,,,
索引名,列名,descend,uniqueness,,,,,
INDEX_B_USERNOTICELOG,ID,ASCNONUNIQUE,,,,
INDEX_B_USERNOTICELOG,USERID,ASCNONUNIQUE,,,,
,,,,,,,,
,,,,,,,,
编号,34,,,,,,,
域名称,COLUMS_TYPE,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
TYPE_NAME,TY_SEQ,,no,no,,,
TYPE, ,,no,no,,,
,,,,,,,,
,,,,,,,,
编号,35,,,,,,,
域名称,COMPAREHISTORY,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
VERSION, ,,no,no,,,
COMPAREDATE,TY_WAREHOUSEID,,no,no,,,
SRCFILE, ,,no,no,,,
TARGETFILE, ,,no,no,,,
ALTERSQLFILE, ,,no,no,,,
REPORTFILE, ,,no,no,,,
STATUS,TY_VHFLAG,,no,no,,,
,,,,,,,,
,,,,,,,,
编号,36,,,,,,,
域名称,C_CHECKCLICONTINUEFUND,,,,,,,
域说明,,,,,,,,
备注,来自核对系统,,,,,,,
字段名称,类型名称,字段说明,iskey,notnull,备注,,
TRADEDATE,TY_UPLOADDATE,,yes,yes,,,
COMPANYID,TY_TRADINGCOMPID,,yes,yes,,,
CLIENTID,TY_INVESTACCOUNT,,yes,yes,,,
LASTRIGHTBYDATE,TY_SETTLEMENTFUND,,no,no,,,
LASTRIGHTBYTRADE,TY_SETTLEMENTFUND,,no,no,,,
TODAYRIGHTBYDATE,TY_SETTLEMENTFUND,,no,no,,,
TODAYRIGHTBYTRADE,TY_SETTLEMENTFUND,,no,no,,,
FLOATPROFITBYTRADE,TY_SETTLEMENTFUND,,no,no,,,
TODAYPROFITBYDATE,TY_SETTLEMENTFUND,,no,no,,,
TODAYPROFITBYTRADE,TY_SETTLEMENTFUND,,no,no,,,
CURRENCY,TY_NATIONALITY,,yes,yes,,,
索引名,列名,descend,uniqueness,,,,,
PK_C_CHECKCLICONTINUEFUND,TRADEDATE,ASCUNIQUE,,,,
